loss_history,auc_history
0.6979784,0.5178795552235915
0.69328856,0.5439624189670973
0.7012328,0.50419341894061
0.69737434,0.5310201869898421
0.6912268,0.5147286017339974
0.6950913,0.5201541069855904
0.69998956,0.5042232211338494
0.6887764,0.5469327697216111
0.68827534,0.560830251310759
0.68770784,0.5589265297541393
0.6880151,0.5614551478572498
0.68995273,0.5659334985543164
0.68841934,0.5481826239433972
0.68492067,0.5538461538461539
0.68959206,0.5535133543131501
0.6902418,0.5696894841534978
0.6868536,0.5689684307550503
0.68730783,0.5724893779070046
0.6891341,0.5738783871975661
0.6871069,0.5746860969156921
0.6852821,0.5948301309574925
0.687071,0.5943624359856302
0.6859361,0.5946989688986798
0.6861701,0.5825991737593947
0.68289447,0.608077567981337
0.6812955,0.6105486413637077
0.68405294,0.5675504145964092
0.68245816,0.6005333456250581
0.68515265,0.5798146625098024
0.684461,0.6181846538039264
0.68270665,0.5943182253370098
0.6814669,0.6131470962012524
0.68238115,0.6180699113116778
0.6806625,0.6179180284005122
0.6812693,0.6098715328829771
0.68334556,0.6094591150057231
0.67840326,0.6146618412990196
0.67759407,0.6114218213511469
0.6812042,0.6278735028768436
0.6780817,0.6075457770108332
0.6809232,0.6118227165873517
0.67955375,0.6070449966741798
0.68125075,0.6018751785327024
0.67763007,0.6190073629670029
0.6761532,0.6223753958419386
0.66987085,0.6451471575112645
0.6769168,0.5998432463714793
0.6781435,0.6276131975964454
0.6699648,0.6476024329745372
0.67594606,0.6335890829277604
0.67226243,0.6357664261487692
0.67329437,0.6507247718416906
0.6743155,0.6372060921003828
0.67355484,0.6376025181161497
0.674217,0.6252731503273976
0.668349,0.6401782120581322
0.66898763,0.6409413459622664
0.6790936,0.6231096652144004
0.66910875,0.6568069490141396
0.6690592,0.658507961355815
0.6739815,0.628336904874604
0.6686614,0.6552784176207012
0.66606027,0.6386755330535949
0.66589075,0.6347269444284369
0.6790675,0.6158786657968327
0.66598135,0.6437096724753628
0.66870713,0.6488230063736256
0.6633754,0.6617504059627425
0.66983116,0.6708476419413919
0.66482365,0.6427525734697659
0.66727996,0.6524436924867174
0.66304654,0.6527919463731329
0.65991366,0.6749457538489848
0.66073716,0.6597210238711533
0.6632776,0.6685608090520738
0.67016053,0.6547991668577543
0.66299284,0.6697324318630175
0.664483,0.6542575016776914
0.6642939,0.668924956540105
0.66913605,0.6531485120504038
0.67276245,0.6496202290076336
0.65461266,0.6845943167189377
0.65763813,0.6716214501824165
0.6656287,0.6403180376482105
0.66355455,0.6495217287708295
0.6650088,0.6604023034655225
0.66812634,0.6616700720620472
0.65608424,0.6675896430613412
0.6649324,0.6434378829656863
0.6691626,0.6405688472477832
0.6647401,0.6482191696952246
0.6657183,0.6500306777873646
0.6653699,0.6528171818227066
0.6627219,0.6579988845595685
0.6602591,0.6603745791245792
0.67019844,0.64784489343824
0.66633254,0.6578937817103735
0.66656494,0.659664965693863
0.6647336,0.6444145632705637
0.6631403,0.6542970475806297
0.6698191,0.6508912719946786
0.6669587,0.6469058612931682
0.66171503,0.6766500489356497
0.6643436,0.6603120363293017
0.65637934,0.687147651679951
0.66733485,0.6451914072122901
0.6551936,0.6762472261506445
0.6652596,0.6682779646943013
0.65256584,0.6847559336354558
0.6648145,0.6636733638505297
0.6664721,0.6517045280885141
0.6590854,0.6608711004667158
0.66494906,0.6721545801526717
0.66277826,0.6655014696394006
0.66217077,0.6709745236320548
0.66924727,0.6680914574541641
0.6653947,0.6551816394996517
0.6649759,0.6664638249738691
0.65855116,0.6801715076548156
0.6552777,0.6657822386496005
0.65890473,0.6839711010935213
0.65650743,0.6715630993479095
0.6693918,0.6534412955465587
0.66134626,0.6644900747408182
0.6527162,0.6814827821788259
0.6662561,0.6528464442017832
0.6571436,0.6741713408831411
0.6615231,0.6850031534845289
0.66293335,0.6661172590167068
0.6535424,0.6889496702001792
0.6555709,0.679293684000797
0.65796316,0.6805782817470026
0.65294373,0.6920355390430071
0.65637624,0.6800493007421947
0.6536385,0.6857098149444123
0.6553843,0.6961954444699228
0.6566998,0.6718567177909702
0.6638279,0.661018327211509
0.6521547,0.6864773067766156
0.6499189,0.6857383389778327
0.6600659,0.6597607306407641
0.6472994,0.7069605370986081
0.645465,0.7105789456031661
0.6580547,0.6792590645091899
0.6511187,0.6925180020485999
0.6506574,0.700471320876517
0.6551223,0.6915691101603767
0.65742624,0.6797405876951332
0.6541585,0.6865411493245654
0.65613973,0.7028901513525374
0.6584974,0.6893715669341034
0.6548132,0.6958131997389521
0.6536635,0.6903099975548628
0.65064967,0.6866161936991565
0.6522162,0.6796115945369676
0.6564907,0.6828566648342456
